index,mode,height,width,class,path
20289,RGB,400,400,outcrop photograph,/ca5/sha1-ca530d9b7e50ad5ae846ad1e2702badffebf14cc.jpg
20290,RGB,1285,1894,line graph,/ca5/sha1-ca558a99a4072ce2f1d0365ecd537a81aa8da73d.png
20291,RGB,1026,1182,reference map,/ca5/sha1-ca5843591fcfe908984b7e469faf87550141fbe9.png
20292,RGB,752,1600,oil ship photograph,/ca5/sha1-ca58ebe131d6ee91fbb73318e620e6c195a76954.jpg
20293,RGB,1422,2262,geological chart,/ca6/sha1-ca664b03260464f198a5562056f47aa4521fb815.jpg
20294,RGB,500,375,outcrop photograph,/ca7/sha1-ca77ddb40faf51622a866b67492f5774e994e38c.jpg
20295,RGB,518,520,microfossil photograph,/ca7/sha1-ca7812526d9f8a5be76ed95fa7c90109d9622ad3.jpg
20296,RGB,1040,1388,photomicrograph,/ca7/sha1-ca7904c267b034ace9e9f5e33a6a3b5d7afa00ea.jpg
20297,RGB,375,500,outcrop photograph,/ca7/sha1-ca7b9740007072d26d3378cd4659baa9f74262db.jpg
20298,RGB,164,307,equipment sketch,/ca7/sha1-ca7c57613368eba2f1e17ae59122acc7b27d6699.jpg
20299,RGB,169,299,fluxogram,/ca8/sha1-ca86de3ab24ef615375588d7f30ef735f623ee58.png
20300,RGB,1772,2126,line graph,/ca8/sha1-ca88d44add6b0137574868e31c279837d404286e.jpg
20301,RGB,1040,1388,photomicrograph,/ca8/sha1-ca895112b825740fb61f3f19aa02258442c3e24b.jpg
20302,RGB,225,225,geological map,/ca8/sha1-ca8ca8a8058246cc4d48e915f760dda1c14e5c8f.jpg
20303,RGB,180,280,fluxogram,/ca8/sha1-ca8e5d6aae8a813b1436da230e51ba0575c4bbe2.jpg
20304,RGB,226,260,hand sample photograph,/ca8/sha1-ca8f1fa40e5d5b6c4d898f32de534656850cdf9c.jpg
20305,RGB,164,235,line graph,/ca9/sha1-ca904c41535d396ebe01b76afd0acbbb948644b3.jpg
20306,RGB,184,275,photomicrograph,/ca9/sha1-ca912fc4d1311d2ea5b8ae037470d1365961e14c.jpg
20307,RGB,1040,1388,photomicrograph,/ca9/sha1-ca94d6cc80ab0efb36bb3bd823b8d7e64fdf4756.jpg
20308,RGB,208,243,seismic section,/ca9/sha1-ca97a17dac73c110a34c8a9ec0f63fae8b97afa5.jpg
20309,RGB,1040,1388,photomicrograph,/ca9/sha1-ca9b523b642929907b679734b74f21c37ff1ca26.jpg
20310,RGB,1040,1388,photomicrograph,/ca9/sha1-ca9dc35f5471a984ab20ef73818ecde02685067b.jpg
20311,RGB,260,351,hand sample photograph,/ca9/sha1-ca9dcf616efc8a04526bbc03a3740a805187d36e.png
20312,RGB,479,638,variogram,/caa/sha1-caa04e14f998a5c381193898f36824aeac83a562.jpg
20313,RGB,320,320,geophysical map,/caa/sha1-caa25b8a5986832cc195eaeacd25513e0d7ed414.jpg
20314,CMYK,1023,823,geological map,/caa/sha1-caa2787b973dd627b9ebdcbb339a741af2756214.jpg
20315,RGB,173,260,photomicrograph,/caa/sha1-caa39476e79f751ec93f7fe632570d53eefff2ec.jpg
20316,P,257,676,line graph,/caa/sha1-caa3c0aa437eddd867a1fb7c5b76d7c50819aa18.png
20317,RGB,1040,1388,photomicrograph,/caa/sha1-caa4f40cd435998c56dcaf0fb94d1a2f630e0146.jpg
20318,RGB,1040,1388,photomicrograph,/caa/sha1-caa7ded2c99e2c854c5474cd6325cda2498cbe74.jpg
20319,RGB,1040,1388,photomicrograph,/caa/sha1-caaa8a9d6100083b8bab8c0182aed23bf7142ebd.jpg
20320,RGB,468,740,temperature map,/caa/sha1-caaae331553c23cd0102ce9a55161b8963e66ba4.jpg
20321,RGB,1204,1760,fluxogram,/cab/sha1-cab0543235e1c54faf4c7f69fa70be30260462e7.jpg
20322,RGB,1040,1388,photomicrograph,/cab/sha1-cab1a4778008db06dbb5009d986ca025dbf44495.jpg
20323,RGB,876,550,bar chart,/cab/sha1-cab48829156f5748f3f0a04335d2f43c46114177.png
20324,RGB,311,778,geology sketch,/cab/sha1-cab6c5f1376374aae4c086e02a03d3b94664389a.jpg
20325,RGB,768,1024,outcrop photograph,/cab/sha1-cab7a4d4654ccc6c051a498188b804773fcf1991.jpg
20326,RGB,1040,1388,photomicrograph,/cab/sha1-cab7ccf48806231e826c6c6a210ab9444e05cb6c.jpg
20327,RGB,270,400,outcrop photograph,/cab/sha1-cabb366ee0aeb5b2c8f50bacfaa4b18744b89841.jpg
20328,RGB,939,1199,reference map,/cab/sha1-cabb406ce81690bee630422b7e084e169ebe9cbc.jpg
20329,RGBA,484,484,sattelite image,/cab/sha1-cabe77cceba1548147e0667c4e9a9f0ba8d3b34b.png
20330,RGB,294,402,ternary diagram,/cab/sha1-cabf04183540a0de90654c20e0999ba01dd09c4d.png
20331,RGB,1040,1388,photomicrograph,/cac/sha1-cac0258849c2a91e32cade218a8ea1e1fdf20720.jpg
20332,RGB,1004,1454,outcrop photograph,/cac/sha1-cac554744d59e759d3acf81b580e5a83f6e96c46.jpg
20333,RGB,194,259,outcrop photograph,/cac/sha1-cac7d1700ce98bdb0838e4f52059db2c87e6e21c.jpg
20334,P,1321,1120,profile,/cac/sha1-cacb37a5880a0a9687ac575e0487974d9e70e7f6.png
20335,RGB,1040,1388,photomicrograph,/cac/sha1-cacb3c45ce3fdd1d233eef667144cd45888286e2.jpg
20336,RGB,1831,2953,geological cross section,/cac/sha1-cacf1eeae4832b4c02804f89f0b696535dd42ba0.jpg
20337,RGB,554,566,reference map,/cad/sha1-cad0924b4260f35cf582e29487dd113a50ce670d.png
20338,RGB,1040,1388,photomicrograph,/cad/sha1-cad30d783f7bd6e5da8416f0b2761f86ab631b53.jpg
20339,RGB,220,161,person portrait photograph,/cad/sha1-cad77ea4b64c2622e0292db0df270873c026822a.png
20340,L,320,630,geological cross section,/cad/sha1-cadabfee8946553f093ac0111aed6cfe4b75cab7.png
20341,RGB,246,318,3d block diagram,/cae/sha1-cae1172e402f24b5f340001152dae2a61c1416b9.jpg
20342,RGB,539,536,reference map,/cae/sha1-cae243214847589560e19919cf7962491f2f37d1.png
20343,RGB,520,740,oil rig photograph,/cae/sha1-cae4ed755bcfb0907d56d14aad1444adb237b471.jpg
20344,RGB,1040,1388,photomicrograph,/cae/sha1-cae531a35dc15ef68ce35ba57954fefe85f54369.jpg
20345,RGB,1296,1892,line graph,/cae/sha1-cae80d955f8572d3b78a806e31308492397b6a70.png
20346,RGBA,395,410,profile,/cae/sha1-caeb1f8d3e50566c533d089dae0f05964992736c.png
20347,RGB,1040,1388,photomicrograph,/caf/sha1-caf0dbd1707bb5f6d0d44b1c892591f3477636e7.jpg
20348,RGB,335,696,hand sample photograph,/caf/sha1-caf1d6f65b3ae49a1dd0a75c2b7515b9d2fb1820.jpg
20349,RGB,1040,1388,photomicrograph,/caf/sha1-caf4c5aa9b0787fc6b8b5d528d541c6255dd7301.jpg
20350,RGB,507,513,aerial photograph,/caf/sha1-caff41a02498bc74d7757643f61aa1b3cb4e797d.jpg
20351,P,194,259,bar chart,/cb0/sha1-cb0257c4c70cbfcb5401391acf1378b1be31d309.png
20352,RGB,1384,1924,reference map,/cb0/sha1-cb03d54c4d1cbff46d21bb64cefe6e572e7d4213.png
20353,RGB,500,375,outcrop photograph,/cb0/sha1-cb05d76e4b4a0d6a2aa7220d4da50c1329f78d1b.jpg
20354,RGB,1040,1388,photomicrograph,/cb0/sha1-cb08a992f1be6b6bef5937a285a282596fe4d088.jpg
20355,RGB,330,600,outcrop photograph,/cb0/sha1-cb0988f352ac3bd7bbff392a9cf8f60d4e42d380.jpg
20356,RGB,1024,520,well core photograph,/cb0/sha1-cb0b3db06e155ebd50f6b6e90dba165123c5cb76.jpg
20357,RGB,746,425,3d block diagram,/cb0/sha1-cb0b5f51e3b552ce788e6dace6ec7ddd14a3fdab.jpg
20358,RGB,781,566,scanning electron microscope image,/cb0/sha1-cb0d9ddce09210ca99b8955eda3eecb2d700a2a6.jpg
20359,RGB,588,565,reference map,/cb1/sha1-cb136893e0a23b131a6dd9b9c8f640d55747f95f.png
20360,RGB,365,138,3d block diagram,/cb1/sha1-cb1442551e1b67eb5f2e55b6282200a3eb7614a6.jpg
20361,RGB,392,563,diffractogram,/cb1/sha1-cb149f420d724542feec8cee2e10eb1314dacb6c.png
20362,RGB,1040,1388,photomicrograph,/cb2/sha1-cb216305db2ed9e57c3d819303c8ae5a93ed93cd.jpg
20363,RGB,1040,1388,photomicrograph,/cb2/sha1-cb22c4eb83a2f88ce5d9a52876d8c8a36bb39e60.jpg
20364,RGB,178,284,van krevelen diagram,/cb2/sha1-cb2467a3222fe4550d3f4efb5be94d5dbd457c15.jpg
20365,RGB,372,500,3d block diagram,/cb2/sha1-cb250c0eac5be0378369c1b7488df07007021f42.jpg
20366,RGB,1040,1388,photomicrograph,/cb2/sha1-cb2707e02e092d6c8dd4c53fd8ac535efc604247.jpg
20367,RGBA,624,850,seismic section,/cb2/sha1-cb2b009d3cc3ab3ccd87703fc0603e082a5d21f1.png
20368,RGB,829,788,diffractogram,/cb2/sha1-cb2c125593e86a5e04141f85c10392b6b979a4c2.jpg
20369,RGB,1040,1388,photomicrograph,/cb2/sha1-cb2e238cca3e0ae74b5a93c814a04c8966e0d83f.jpg
20370,RGB,1040,1388,photomicrograph,/cb2/sha1-cb2ec1856733f152ff6d8e10c895a083b9b7c31b.jpg
20371,RGB,375,500,outcrop photograph,/cb2/sha1-cb2fee9e7d03a612c342edfe0ca985cca17d3034.jpg
20372,RGB,282,22,well core photograph,/cb3/sha1-cb3486e085ff851e7b32124121a4e94105d13ee1.jpg
20373,RGB,1024,849,3d block diagram,/cb3/sha1-cb35090a9b7e7b1ec28d1edcb3a392aa85bab735.jpg
20374,RGB,197,512,diffractogram,/cb3/sha1-cb381c68cc2396b12e06b14cfeed71396e43cde7.jpg
20375,RGB,1040,1388,photomicrograph,/cb3/sha1-cb392fbd050fd6e72542295e65689d39d7767205.jpg
20376,RGB,1040,1388,photomicrograph,/cb3/sha1-cb39ce4c2f7956d62639b14e44f20ed341424af3.jpg
20377,RGB,1271,1731,profile,/cb3/sha1-cb3aa68732304aeece940df1e2d08782ee491f4e.png
20378,RGB,659,869,photomicrograph,/cb3/sha1-cb3e475edd02cc5e80c32320b57285128765edd5.jpg
20379,RGB,199,253,stereogram,/cb3/sha1-cb3ee6e6180c05a8cc0ceb09d4ec2f93e2cfcaa0.jpg
20380,RGB,723,654,geophysical map,/cb4/sha1-cb431814a8aa3811f2151e799a29a60bf6ce6b13.jpg
20381,RGB,304,500,well core photograph,/cb4/sha1-cb477e77bdab4ab7660015285378d85df109a653.jpg
20382,RGB,2565,1333,3d block diagram,/cb4/sha1-cb495d0d4f704136e213b9f1598fbf3d0013bfa8.png
20383,RGBA,794,1122,temperature map,/cb4/sha1-cb4a19300af98e2404d7e3a64c2370c4447d7fc5.png
20384,RGB,1012,1153,reference map,/cb4/sha1-cb4be1bf94b153823f39a244bd73a9d3394b7e3a.png
20385,RGB,912,626,well core photograph,/cb4/sha1-cb4c18a84767850beb72d4672414a33b4f66d85b.jpg
20386,P,812,850,3d block diagram,/cb4/sha1-cb4db1fb43db459140ead217ced28e2ec32547da.png
20387,P,280,264,bar chart,/cb5/sha1-cb5119fdae8a5bc08fc5139826e3a6337513e99c.png
20388,RGBA,482,790,box plot,/cb5/sha1-cb52d664344840aed6c19a61afadf234f77926fb.png
20389,RGB,1203,1800,equipment photograph,/cb5/sha1-cb58403af855ae46de379c56df6341353c637e3f.jpg
20390,RGB,437,474,scanning electron microscope image,/cb5/sha1-cb59d46bbbc65612488374c44ad8445754dc10ed.jpg
20391,RGB,1040,1388,photomicrograph,/cb5/sha1-cb5e48f332f8eeb8265a6024dadee7019c9dc4f1.jpg
20392,RGB,586,397,chromatogram,/cb5/sha1-cb5eeb8263d4eea5dbfa8e1de466cc02cfb45798.jpg
20393,RGB,499,333,outcrop photograph,/cb6/sha1-cb635ea6f2970185bae9f7e5c2483b334d177989.jpg
20394,RGB,507,516,aerial photograph,/cb6/sha1-cb656202a5be668b81612368bd2693868e53010c.jpg
20395,RGB,319,450,oil ship photograph,/cb6/sha1-cb6a5d492023cf0136d858f1d98e66a4a88eee56.jpg
20396,RGB,852,587,fluxogram,/cb6/sha1-cb6f5ca473affb1669ba379612fcb0f5b59dd5a3.png
20397,RGB,407,281,plant and project sketch,/cb6/sha1-cb6f6387975b92da6db7e31f52241189db80c3eb.png
20398,RGB,1040,1388,photomicrograph,/cb6/sha1-cb6f948e8c9a3dbf5827d2b199cfc1ecdcdfdf41.jpg
20399,RGB,521,572,outcrop photograph,/cb7/sha1-cb7b66e046324fcf71edb5e829bb4237bb6074d8.jpg
20400,RGB,375,500,outcrop photograph,/cb7/sha1-cb7c6d45d88d2763d11e176a46caaac70a38cb0a.jpg
20401,RGB,292,500,outcrop photograph,/cb7/sha1-cb7e22eb20a13811bf4930212ba87cda223b7b3e.jpg
20402,RGB,1040,1388,photomicrograph,/cb8/sha1-cb80de04a8c7c61741ee5a83d8777b54db83b673.jpg
20403,RGB,1040,1388,photomicrograph,/cb8/sha1-cb82a7dfee41a954c68517891d18484335dca625.jpg
20404,RGB,1040,1388,photomicrograph,/cb8/sha1-cb8381ea7c1704c956e8ab952891b1f71b2cc4bc.jpg
20405,RGB,333,499,outcrop photograph,/cb8/sha1-cb85fa290847eda22407a25a2c6d785e0dd8d004.jpg
20406,RGB,1040,1388,photomicrograph,/cb8/sha1-cb8b3f92ac6f97385467ccb8976f3cf2bd565182.jpg
20407,RGB,1040,1388,photomicrograph,/cb8/sha1-cb8e4b903538518979b8c9d8998a51eee979d565.jpg
20408,RGB,1040,1388,photomicrograph,/cb8/sha1-cb8f96c8db53708bc9512584ac1e13ced942c234.jpg
20409,RGB,1111,1722,outcrop photograph,/cb8/sha1-cb8fedf8f0c86f8ba31bf8f6fd72ac759360c593.png
20410,RGB,1040,1388,photomicrograph,/cb9/sha1-cb957d5b3ad98320c35e98a0b35249855dbd73ea.jpg
20411,RGB,1696,2237,outcrop photograph,/cb9/sha1-cb9723664d84555490ab8988a247a1728ec71512.jpg
20412,RGB,4655,3308,scanning electron microscope image,/cb9/sha1-cb9b722eab465b5953b1295dfd34494027114c59.png
20413,RGB,194,259,box plot,/cba/sha1-cba7368dc238ceb62a41ce20bd7047518dc12090.jpg
20414,RGB,603,650,radar chart,/cba/sha1-cba8f600a620c10a1209b3c3e4a2e1bc06b36c94.png
20415,RGB,571,750,profile,/cbb/sha1-cbb1411ff2067ae701ae55d4884706a2dccbf629.jpg
20416,RGB,1731,1271,profile,/cbb/sha1-cbba164afeb9d642348a0eac6b8924ec3080ae9b.png
20417,RGB,1301,1821,reference map,/cbb/sha1-cbbace96e047bb3ef2c12562ab9e6d61331acaa8.png
20418,RGB,1040,1388,photomicrograph,/cbb/sha1-cbbadd4bb873d381d639bb3d2586476be061a504.jpg
20419,RGB,866,577,scanning electron microscope image,/cbb/sha1-cbbb709e41412a676703681fb7553c1e8a12cdd9.jpg
20420,P,678,850,stratigraphic isoattribute map,/cbc/sha1-cbc16c7589186e5d425ce324dbd194d29cb8bf56.png
20421,RGB,1040,1388,photomicrograph,/cbc/sha1-cbc1d6038fb8989448b79ecbc5bd54389388edc8.jpg
20422,RGB,480,640,photomicrograph,/cbc/sha1-cbc203844812c2dcba9afc08016d467f64890912.jpg
20423,RGB,1304,1595,reference map,/cbc/sha1-cbc5669a4ae0b76a3d7c4b3e2c874ed63321dbde.png
20424,RGB,1040,1388,photomicrograph,/cbc/sha1-cbc6488f9c6714a232b7fecd0c284284a284e068.jpg
20425,RGB,1040,1388,photomicrograph,/cbc/sha1-cbc7747fa029a2eff036267fbd016879d18fe498.jpg
20426,RGB,190,266,geological cross section,/cbc/sha1-cbcaa4aa034b1352535ab3dc506379739a2ad66f.jpg
20427,RGB,1031,1220,reference map,/cbc/sha1-cbcb9c9744d16cbdf4fa5068f23481899e6c9d33.png
20428,RGB,452,754,bar chart,/cbc/sha1-cbcbb5cc3f8e83721df4ec14cb93f6f1b83bd53d.png
20429,RGB,1048,1180,reference map,/cbc/sha1-cbcd862bec546e9445e7e66aeb951d37781b4d65.png
20430,RGB,173,260,photomicrograph,/cbc/sha1-cbcef1eb543afb25d49cc3822714ac704951d00e.jpg
20431,RGB,443,630,completion scheme,/cbd/sha1-cbd5879d1dd55eb1fe310b7ce46e89d7e103a243.jpg
20432,RGB,1040,1388,photomicrograph,/cbd/sha1-cbd7f767f338cdda7f4c9a0fb78867fa06a33d73.jpg
20433,RGB,1728,1268,profile,/cbd/sha1-cbdd14644da0660be336a48d45c66b1637daede6.png
20434,RGB,587,573,reference map,/cbd/sha1-cbde8cfc59a4722cdf5140ee834f492041176b09.png
20435,RGB,800,800,reference map,/cbe/sha1-cbe111af6d2b084d889d50ec2bbd7ae7204617e8.jpg
20436,RGB,300,400,table,/cbe/sha1-cbe209703095c4622e27d1f55af080a180ffdee7.jpg
20437,RGB,1265,1877,reference map,/cbe/sha1-cbe35dd60357b6e25c5876a9dbc4e2d5aa8a9e22.png
20438,RGB,468,324,outcrop photograph,/cbe/sha1-cbed8ac4f74b9257a1542dffc697c18be930f664.jpg
20439,RGBA,600,891,3d block diagram,/cbe/sha1-cbef33ba117aecc9142fe0f07965d87c80e3a810.png
20440,RGB,1040,1388,photomicrograph,/cbf/sha1-cbf3b6ff02ed66b60c797046672be62fe091b50c.jpg
20441,RGB,547,556,reference map,/cbf/sha1-cbf482c22f02e817becbe9496a4d129c1ece0728.png
20442,RGB,1654,2188,table,/cbf/sha1-cbf6e379292fa0ca15ec300ae7edd373cfb994da.jpg
20443,RGB,1040,1388,photomicrograph,/cbf/sha1-cbfc1ea9f272b76e2ff180f4680b03725a63ffcd.jpg
20444,RGB,172,293,radar chart,/cbf/sha1-cbfd38c399e288b8f88d501366ae42bf66600547.jpg
20445,RGB,1731,1271,profile,/cbf/sha1-cbfffb353d60092a91ea953cda3fcb0f10ba5d11.png
20446,RGB,3071,1645,scatter plot,/cc0/sha1-cc0189d04912db4e5ca0faea302c32274e3e55f2.jpg
20447,RGB,1040,1388,photomicrograph,/cc0/sha1-cc063d63758508df61378cdbaad5e014cb22d94a.jpg
20448,RGB,718,959,3d block diagram,/cc0/sha1-cc07357303c872d1a8fac2c359561c614713770d.jpg
20449,P,165,306,bar chart,/cc0/sha1-cc08adbe5a0772ca2ba77076dae74cae5bf0701f.png
20450,RGB,1040,1388,photomicrograph,/cc0/sha1-cc08d39529eb474be6b2e20687806dcd123fcf3e.jpg
20451,RGB,931,1060,reference map,/cc0/sha1-cc0b05b3c15c728823b93d5e1933eda78fe3883e.png
20452,RGB,189,267,3d block diagram,/cc0/sha1-cc0f48a79486b8f871456a7982839edec93a1ef0.jpg
20453,RGB,644,1500,3d block diagram,/cc1/sha1-cc11d80ddf3514d86f189624bcc10b841a71ba29.jpg
20454,RGB,1413,2121,oil rig photograph,/cc1/sha1-cc122fc05befb0af7cfd5b75739850491fb180e4.jpg
20455,RGB,468,836,radar chart,/cc1/sha1-cc14da4b5a74545baa70d3506aea6dd463a02da7.jpg
20456,P,183,275,bar chart,/cc1/sha1-cc15e60a290b164ac46f920dfe5d7e6d47038269.png
20457,RGB,1040,1388,photomicrograph,/cc1/sha1-cc175ddc62057c2ca2e8691944da80ee2a22e50e.jpg
20458,P,403,802,3d block diagram,/cc1/sha1-cc191cbb8ad5fb564d34be151e56f543bdecd79f.gif
20459,RGB,452,1302,photomicrograph,/cc1/sha1-cc1edab9b46f4b496bfe20d013938b4af7af7ddb.jpg
20460,RGB,1309,1892,line graph,/cc1/sha1-cc1fc87239cc4dcd1bfd84640fe0ab1911d2010e.png
20461,P,250,250,fluxogram,/cc1/sha1-cc1fccd3b57af87ebb3a072605e1236791262d51.png
20462,RGB,1040,1388,photomicrograph,/cc2/sha1-cc264a37350ab3f8c81f05335988d6801af1b992.jpg
20463,RGBA,534,889,seismic cube,/cc2/sha1-cc2a5ec8be4124eb2e4692cb9ab23c0d232590ef.png
20464,RGB,1040,1388,photomicrograph,/cc2/sha1-cc2b6fb511ecb49e2cadd815cc1aa67eb1cc6bdf.jpg
20465,RGB,550,600,ternary diagram,/cc3/sha1-cc3a1db6cad5c6b9e1ef960dfdb38c0084866f33.jpg
20466,RGB,1040,1388,photomicrograph,/cc3/sha1-cc3cee4d5d3332733e0f99254c8ccb8e4cf4cc39.jpg
20467,RGB,460,694,outcrop photograph,/cc4/sha1-cc46f03e102b1e152a5a5091b1410953dcd27724.jpg
20468,RGB,406,550,outcrop photograph,/cc4/sha1-cc477ab09ea65c2b7d9be0df555cefee5e37a749.jpg
20469,RGB,419,419,stereogram,/cc4/sha1-cc4885a6946c51f98f05d84fb71c88efba8f3b49.jpg
20470,RGB,333,499,outcrop photograph,/cc4/sha1-cc489f731d8a0509689098cc4342d4925db25fd7.jpg
20471,RGB,1040,1388,photomicrograph,/cc4/sha1-cc4b029df8dee27148f5538cedbb0e99d839beb9.jpg
20472,RGB,514,697,3d block diagram,/cc5/sha1-cc5172f5c6a539c345a018694a6751015734628c.jpg
20473,RGB,335,1364,outcrop photograph,/cc5/sha1-cc55e162b52500401f4be31e144d59f82d300779.jpg
20474,P,605,702,ternary diagram,/cc5/sha1-cc5a330ff9583ba07c32acf10f3c7389e9602e99.png
20475,RGB,195,259,geological map,/cc5/sha1-cc5b5780705add17d482390f6abd850ea5d45901.jpg
20476,RGB,559,992,outcrop photograph,/cc5/sha1-cc5c0f8dd09ab419867c50758979959b1f3fbbc3.jpg
20477,P,185,272,diffractogram,/cc6/sha1-cc60fc849c7b7a051794454bd4ef44b610933a9a.png
20478,RGB,1040,1388,photomicrograph,/cc6/sha1-cc63b4cd09ea88370f68bc5a7d429b4c72645f5d.jpg
20479,RGB,1040,1388,photomicrograph,/cc6/sha1-cc65b3666ef1bfe9b307d2bc5554e47dcd3dd7e5.jpg
20480,RGBA,410,596,bar chart,/cc6/sha1-cc6a5c4d4eaa342ad1bd48a13f29e0c52f89ef8e.png
20481,L,299,448,ternary diagram,/cc6/sha1-cc6cb4312e25cf1f9f63e90d6b5a3c0b6994972d.jpg
20482,RGB,373,379,line graph,/cc6/sha1-cc6d2d79144b90be354655cfc386fdb113c79526.jpg
20483,RGB,519,860,3d block diagram,/cc6/sha1-cc6d69f90799c399b418917e0364eeb44a50f276.jpg
20484,RGB,1734,1275,profile,/cc6/sha1-cc6dbecdd6472780fba51ce996689def4004badd.png
20485,RGBA,535,958,bar chart,/cc7/sha1-cc70ffb7a874b14442901be0f271dc45e9a1845b.png
20486,RGB,1040,1388,photomicrograph,/cc7/sha1-cc7324c8a8706d462987e9bc31fef6bb2045cd11.jpg
20487,RGB,415,732,equipment sketch,/cc7/sha1-cc733ff3c93f3ee03d7b947a82e399dcd13065bf.jpg
20488,P,622,850,structure contour map,/cc7/sha1-cc73879fcc9bce8b0ba0f717e847f5e7c4b72d8d.png
20489,RGB,416,499,outcrop photograph,/cc7/sha1-cc73eadfba88a0bb7672f3916db67832f5b8a20a.jpg
20490,RGB,211,239,bar chart,/cc7/sha1-cc753bcca584daee17f00738459831b246aad204.jpg
20491,RGB,709,638,geological chart,/cc7/sha1-cc76afbdb6f4f448f7c2a9652443b37914f8fa45.jpg
20492,RGB,824,147,person portrait photograph,/cc7/sha1-cc788ea19cd434c33e9fa1902a4bc2fb5d0f43e1.jpg
20493,RGB,1040,1388,photomicrograph,/cc7/sha1-cc7aadc7ad30c62540cd75674cdff7695a77e17b.jpg
20494,RGB,533,525,reference map,/cc7/sha1-cc7c076955412cd7271be774d0d6741706cb0d4b.png
20495,RGB,493,842,profile,/cc7/sha1-cc7e6c29f3c99957fdec7999b486721481a28d9b.jpg
20496,RGB,1040,1388,photomicrograph,/cc7/sha1-cc7e8c0e2e9cf3c8d5b2901775e0d0df8b0331ff.jpg
20497,RGB,1040,1388,photomicrograph,/cc8/sha1-cc80c19c92068e1acd0abcea0103411873f2f3d4.jpg
20498,RGBA,552,918,profile,/cc8/sha1-cc8363adac8dc360102346e419bcff85e917c0da.png
20499,RGB,1040,1388,photomicrograph,/cc8/sha1-cc87aa94bdbe872e306ac2812f51c4ba77884b8d.jpg
20500,RGB,266,512,hand sample photograph,/cc8/sha1-cc8939af8317c3a57e873b4c5619b1109b9a5ec1.png
20501,RGB,874,809,geological map,/cc8/sha1-cc89ccf19f4a120e342c48ed7f22eb03a1462dda.png
20502,RGB,1040,1388,photomicrograph,/cc8/sha1-cc8b3aff4e54aa0af9e195a908d610c4d098f0a6.jpg
20503,RGB,1040,1388,photomicrograph,/cc8/sha1-cc8e6f9869c9f52474fe27dbd0ccabed81cc4fdd.jpg
20504,RGB,1040,1388,photomicrograph,/cc8/sha1-cc8f6abf2b3f162513f50f00d553904ea17ee69b.jpg
20505,RGB,211,164,person portrait photograph,/cc9/sha1-cc901c23540888095de5181cfaeacd045ad31242.jpg
20506,RGB,1040,1388,photomicrograph,/cc9/sha1-cc92328fd327f115356a2275138e63c96cb3495a.jpg
20507,RGB,277,372,stratigraphic isoattribute map,/cc9/sha1-cc931cdffb188cf7d9cf782339c164230f9e9896.jpg
20508,RGB,1986,814,chromatogram,/cc9/sha1-cc9977ed1bc8b3244303b7c2ae3870cfd01309a6.jpg
20509,RGB,1752,1463,scatter plot,/cc9/sha1-cc9a5a4d201ea8f6079d77a5cc5c0f91d11c3cc0.jpg
20510,RGB,563,1718,outcrop photograph,/cc9/sha1-cc9de4939fef7d7fce8598c549a75ebb2d1bbd59.jpg
20511,RGB,700,878,ternary diagram,/cca/sha1-cca1cb1485f75f994b992b61cf0ac2ec54185819.jpg
20512,P,282,179,chromatogram,/cca/sha1-cca7997287c25d49ac425d1b7a4e0cd281a68f19.png
20513,RGB,1040,1388,photomicrograph,/cca/sha1-ccaaa0991a5c21ae58cd9b412e64329bb7b2fc2a.jpg
20514,P,353,605,box plot,/cca/sha1-ccaff1264a4ae4fb199ea20a92cff920f563c760.png
20515,RGB,404,265,person portrait photograph,/ccb/sha1-ccb21bbb3b402452a7b6566d4e903bf2ec620593.png
20516,RGB,1040,1388,photomicrograph,/ccb/sha1-ccb2c572766afd4dd4e24bcdd2727f3186672b21.jpg
20517,RGB,538,559,reference map,/ccb/sha1-ccb966643fd555f71ab8aeeb5a0d7ad6b7da4d53.png
20518,RGB,1040,1388,photomicrograph,/ccb/sha1-ccbc7a52995cca0b2f6f4e3a9d1265e656760d83.jpg
20519,RGB,253,259,rose diagram,/ccb/sha1-ccbd115c3c6e805eec959503d236edb76cf9b180.png
20520,RGB,1499,1078,scatter plot,/ccb/sha1-ccbfe49fbc4a392fb1ea01883c36ebeda63bd0d2.jpg
20521,RGB,1040,1388,photomicrograph,/ccc/sha1-ccc2f03b19e6c8cc60ff68eb76ffc20b8e231c52.jpg
20522,RGBA,220,300,well core photograph,/ccc/sha1-ccc5a73bf20e1b7b6c054c07a3e79b67923181e0.png
20523,RGB,1067,861,profile,/ccc/sha1-ccc87996bc77cb10fa850c9eafff4931c55e1b90.png
20524,RGB,1040,1388,photomicrograph,/ccc/sha1-cccd9f7d97016ad738011a3b5d149ee4bef9f786.jpg
20525,RGB,714,578,profile,/ccc/sha1-cccee69712cdea5ff33a6b8309ebecdd749e39dd.jpg
20526,RGB,313,447,stratigraphic isoattribute map,/ccc/sha1-cccf5a5ca7f9e68d7855e3428cf6c52d38b827f1.jpg
20527,RGB,1040,1388,photomicrograph,/ccd/sha1-ccd176360584ae744af6a82210f08c38f6398707.jpg
20528,RGB,465,438,hand sample photograph,/ccd/sha1-ccd4075221d01810444d8bf8bf34e10ef1234dc6.jpg
20529,RGB,1040,1388,photomicrograph,/ccd/sha1-ccd79b3cef525c0f1af63af34a6662a4be3450bc.jpg
